domain,schema,table,table_purpose,column,data_type,nullable,default,primary_key,unique,references,introduced_by
Marks & results,public,marks_batches,Versioned class marks submissions and lifecycle.,submitted_by_staff_profile_id,uuid,false,,false,false,public.staff_profiles(id),20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batches,Versioned class marks submissions and lifecycle.,version_number,integer,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batches,Versioned class marks submissions and lifecycle.,source_submission_id,text,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batches,Versioned class marks submissions and lifecycle.,correlation_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batches,Versioned class marks submissions and lifecycle.,idempotency_key,text,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batches,Versioned class marks submissions and lifecycle.,request_hash,text,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batches,Versioned class marks submissions and lifecycle.,batch_status,public.marks_batch_status,false,'draft',false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batches,Versioned class marks submissions and lifecycle.,validation_summary,jsonb,false,CAST('{}' AS jsonb),false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batches,Versioned class marks submissions and lifecycle.,finalized_at,timestamptz,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batches,Versioned class marks submissions and lifecycle.,approved_at,timestamptz,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batches,Versioned class marks submissions and lifecycle.,approved_by,uuid,true,,false,false,auth.users(id),20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batches,Versioned class marks submissions and lifecycle.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batches,Versioned class marks submissions and lifecycle.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_validation_issues,Stores marks validation issues records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_validation_issues,Stores marks validation issues records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_validation_issues,Stores marks validation issues records for the academic operations model.,marks_batch_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_validation_issues,Stores marks validation issues records for the academic operations model.,issue_code,text,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_validation_issues,Stores marks validation issues records for the academic operations model.,severity,text,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_validation_issues,Stores marks validation issues records for the academic operations model.,student_number,text,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_validation_issues,Stores marks validation issues records for the academic operations model.,assessment_code,text,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_validation_issues,Stores marks validation issues records for the academic operations model.,row_number,integer,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_validation_issues,Stores marks validation issues records for the academic operations model.,message,text,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_validation_issues,Stores marks validation issues records for the academic operations model.,details,jsonb,false,CAST('{}' AS jsonb),false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_validation_issues,Stores marks validation issues records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000500_phase2_marks_results.sql
Institution & configuration,public,notification_settings,Stores notification settings records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,notification_settings,Stores notification settings records for the academic operations model.,institution_id,uuid,false,,false,false,public.institutions(id),20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,notification_settings,Stores notification settings records for the academic operations model.,version,integer,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,notification_settings,Stores notification settings records for the academic operations model.,effective_from,date,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,notification_settings,Stores notification settings records for the academic operations model.,effective_to,date,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,notification_settings,Stores notification settings records for the academic operations model.,sender_name,text,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,notification_settings,Stores notification settings records for the academic operations model.,reply_to_email,text,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,notification_settings,Stores notification settings records for the academic operations model.,configuration,jsonb,false,CAST('{}' AS jsonb),false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,notification_settings,Stores notification settings records for the academic operations model.,status,public.record_status,false,'draft',false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,notification_settings,Stores notification settings records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,notification_settings,Stores notification settings records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Identity & authorization,public,permission_grants,Optional allow/deny permission overrides.,id,uuid,false,gen_random_uuid(),true,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,permission_grants,Optional allow/deny permission overrides.,role_assignment_id,uuid,false,,false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,permission_grants,Optional allow/deny permission overrides.,institution_id,uuid,false,,false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,permission_grants,Optional allow/deny permission overrides.,campus_id,uuid,true,,false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,permission_grants,Optional allow/deny permission overrides.,permission_code,text,false,,false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,permission_grants,Optional allow/deny permission overrides.,effect,public.permission_effect,false,'allow',false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,permission_grants,Optional allow/deny permission overrides.,status,public.assignment_status,false,'active',false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,permission_grants,Optional allow/deny permission overrides.,valid_from,timestamptz,false,"timezone('utc', now())",false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,permission_grants,Optional allow/deny permission overrides.,valid_to,timestamptz,true,,false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,permission_grants,Optional allow/deny permission overrides.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,permission_grants,Optional allow/deny permission overrides.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,permission_grants,Optional allow/deny permission overrides.,created_by,uuid,true,,false,false,auth.users(id),20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,permission_grants,Optional allow/deny permission overrides.,updated_by,uuid,true,,false,false,auth.users(id),20260717000200_phase2_identity_and_authorization.sql
Enrollment,public,prerequisite_evidence,Stores prerequisite evidence records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,prerequisite_evidence,Stores prerequisite evidence records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,prerequisite_evidence,Stores prerequisite evidence records for the academic operations model.,enrollment_request_item_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,prerequisite_evidence,Stores prerequisite evidence records for the academic operations model.,prerequisite_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,prerequisite_evidence,Stores prerequisite evidence records for the academic operations model.,satisfied,boolean,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,prerequisite_evidence,Stores prerequisite evidence records for the academic operations model.,supporting_course_result_id,uuid,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,prerequisite_evidence,Stores prerequisite evidence records for the academic operations model.,evidence,jsonb,false,CAST('{}' AS jsonb),false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,prerequisite_evidence,Stores prerequisite evidence records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000400_phase2_students_documents_enrollment.sql
Institution & configuration,public,programs,Stores programs records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,programs,Stores programs records for the academic operations model.,institution_id,uuid,false,,false,false,public.institutions(id),20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,programs,Stores programs records for the academic operations model.,department_id,uuid,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,programs,Stores programs records for the academic operations model.,code,text,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,programs,Stores programs records for the academic operations model.,name,text,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,programs,Stores programs records for the academic operations model.,academic_model,public.academic_model,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,programs,Stores programs records for the academic operations model.,level_name,text,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,programs,Stores programs records for the academic operations model.,duration_terms,integer,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,programs,Stores programs records for the academic operations model.,default_maximum_load,"numeric(6, 2)",true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,programs,Stores programs records for the academic operations model.,status,public.record_status,false,'active',false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,programs,Stores programs records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,programs,Stores programs records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,programs,Stores programs records for the academic operations model.,created_by,uuid,true,,false,false,auth.users(id),20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,programs,Stores programs records for the academic operations model.,updated_by,uuid,true,,false,false,auth.users(id),20260717000300_phase2_academic_configuration_curriculum.sql
Identity & authorization,public,role_assignments,Time-bounded institution-scoped staff roles.,id,uuid,false,gen_random_uuid(),true,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,role_assignments,Time-bounded institution-scoped staff roles.,staff_profile_id,uuid,false,,false,false,public.staff_profiles(id),20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,role_assignments,Time-bounded institution-scoped staff roles.,institution_id,uuid,true,,false,false,public.institutions(id),20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,role_assignments,Time-bounded institution-scoped staff roles.,role,public.staff_role,false,,false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,role_assignments,Time-bounded institution-scoped staff roles.,status,public.assignment_status,false,'active',false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,role_assignments,Time-bounded institution-scoped staff roles.,valid_from,timestamptz,false,"timezone('utc', now())",false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,role_assignments,Time-bounded institution-scoped staff roles.,valid_to,timestamptz,true,,false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,role_assignments,Time-bounded institution-scoped staff roles.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,role_assignments,Time-bounded institution-scoped staff roles.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,role_assignments,Time-bounded institution-scoped staff roles.,created_by,uuid,true,,false,false,auth.users(id),20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,role_assignments,Time-bounded institution-scoped staff roles.,updated_by,uuid,true,,false,false,auth.users(id),20260717000200_phase2_identity_and_authorization.sql
Curriculum & scheduling,public,rooms,Stores rooms records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,rooms,Stores rooms records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,rooms,Stores rooms records for the academic operations model.,campus_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,rooms,Stores rooms records for the academic operations model.,code,text,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,rooms,Stores rooms records for the academic operations model.,name,text,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,rooms,Stores rooms records for the academic operations model.,capacity,integer,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,rooms,Stores rooms records for the academic operations model.,status,public.record_status,false,'active',false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,rooms,Stores rooms records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,rooms,Stores rooms records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,section_schedules,Stores section schedules records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,section_schedules,Stores section schedules records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,section_schedules,Stores section schedules records for the academic operations model.,campus_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,section_schedules,Stores section schedules records for the academic operations model.,section_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,section_schedules,Stores section schedules records for the academic operations model.,room_id,uuid,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,section_schedules,Stores section schedules records for the academic operations model.,day_of_week,smallint,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,section_schedules,Stores section schedules records for the academic operations model.,starts_at,time,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,section_schedules,Stores section schedules records for the academic operations model.,ends_at,time,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,section_schedules,Stores section schedules records for the academic operations model.,valid_from,date,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,section_schedules,Stores section schedules records for the academic operations model.,valid_to,date,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,section_schedules,Stores section schedules records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,section_schedules,Stores section schedules records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,sections,Stores sections records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,sections,Stores sections records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,sections,Stores sections records for the academic operations model.,campus_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,sections,Stores sections records for the academic operations model.,offering_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,sections,Stores sections records for the academic operations model.,code,text,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,sections,Stores sections records for the academic operations model.,room_id,uuid,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,sections,Stores sections records for the academic operations model.,capacity,integer,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,sections,Stores sections records for the academic operations model.,status,public.section_status,false,'planned',false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,sections,Stores sections records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,sections,Stores sections records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,sections,Stores sections records for the academic operations model.,created_by,uuid,true,,false,false,auth.users(id),20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,sections,Stores sections records for the academic operations model.,updated_by,uuid,true,,false,false,auth.users(id),20260717000300_phase2_academic_configuration_curriculum.sql
Marks & results,public,semester_results,Term GPA and standing.,id,uuid,false,gen_random_uuid(),true,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,semester_results,Term GPA and standing.,institution_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,semester_results,Term GPA and standing.,campus_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,semester_results,Term GPA and standing.,student_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,semester_results,Term GPA and standing.,program_registration_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,semester_results,Term GPA and standing.,term_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,semester_results,Term GPA and standing.,attempted_credits,"numeric(8, 2)",false,0,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,semester_results,Term GPA and standing.,earned_credits,"numeric(8, 2)",false,0,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,semester_results,Term GPA and standing.,quality_points,"numeric(10, 3)",false,0,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,semester_results,Term GPA and standing.,gpa,"numeric(5, 3)",true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,semester_results,Term GPA and standing.,standing_code,text,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,semester_results,Term GPA and standing.,at_risk,boolean,false,FALSE,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,semester_results,Term GPA and standing.,result_status,public.result_status,false,'calculated',false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,semester_results,Term GPA and standing.,correlation_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,semester_results,Term GPA and standing.,calculated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,semester_results,Term GPA and standing.,published_at,timestamptz,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,semester_results,Term GPA and standing.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,semester_results,Term GPA and standing.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000500_phase2_marks_results.sql
Identity & authorization,public,staff_profiles,Staff identity linked to Supabase Auth.,id,uuid,false,gen_random_uuid(),true,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,staff_profiles,Staff identity linked to Supabase Auth.,auth_user_id,uuid,true,,false,true,auth.users(id),20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,staff_profiles,Staff identity linked to Supabase Auth.,email,text,false,,false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,staff_profiles,Staff identity linked to Supabase Auth.,full_name,text,false,,false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,staff_profiles,Staff identity linked to Supabase Auth.,employee_code,text,true,,false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,staff_profiles,Staff identity linked to Supabase Auth.,status,public.record_status,false,'active',false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,staff_profiles,Staff identity linked to Supabase Auth.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,staff_profiles,Staff identity linked to Supabase Auth.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,staff_profiles,Staff identity linked to Supabase Auth.,created_by,uuid,true,,false,false,auth.users(id),20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,staff_profiles,Staff identity linked to Supabase Auth.,updated_by,uuid,true,,false,false,auth.users(id),20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,student_auth_links,Stores student auth links records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000400_phase2_students_documents_enrollment.sql
Identity & authorization,public,student_auth_links,Stores student auth links records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Identity & authorization,public,student_auth_links,Stores student auth links records for the academic operations model.,student_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Identity & authorization,public,student_auth_links,Stores student auth links records for the academic operations model.,auth_user_id,uuid,false,,false,false,auth.users(id),20260717000400_phase2_students_documents_enrollment.sql
Identity & authorization,public,student_auth_links,Stores student auth links records for the academic operations model.,status,public.record_status,false,'active',false,false,,20260717000400_phase2_students_documents_enrollment.sql
Identity & authorization,public,student_auth_links,Stores student auth links records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_contacts,Stores student contacts records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_contacts,Stores student contacts records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_contacts,Stores student contacts records for the academic operations model.,student_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_contacts,Stores student contacts records for the academic operations model.,contact_type,text,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_contacts,Stores student contacts records for the academic operations model.,contact_name,text,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_contacts,Stores student contacts records for the academic operations model.,email,text,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_contacts,Stores student contacts records for the academic operations model.,phone,text,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_contacts,Stores student contacts records for the academic operations model.,is_primary,boolean,false,FALSE,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_contacts,Stores student contacts records for the academic operations model.,is_guardian,boolean,false,FALSE,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_contacts,Stores student contacts records for the academic operations model.,status,public.record_status,false,'active',false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_contacts,Stores student contacts records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_contacts,Stores student contacts records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_documents,Stores student documents records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_documents,Stores student documents records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_documents,Stores student documents records for the academic operations model.,student_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_documents,Stores student documents records for the academic operations model.,requirement_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_documents,Stores student documents records for the academic operations model.,file_name,text,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_documents,Stores student documents records for the academic operations model.,storage_provider,text,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_documents,Stores student documents records for the academic operations model.,storage_object_id,text,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_documents,Stores student documents records for the academic operations model.,checksum_sha256,text,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_documents,Stores student documents records for the academic operations model.,document_status,public.student_document_status,false,'submitted',false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_documents,Stores student documents records for the academic operations model.,submitted_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_documents,Stores student documents records for the academic operations model.,verified_at,timestamptz,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_documents,Stores student documents records for the academic operations model.,verified_by,uuid,true,,false,false,auth.users(id),20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_documents,Stores student documents records for the academic operations model.,expires_on,date,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_documents,Stores student documents records for the academic operations model.,rejection_reason,text,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_documents,Stores student documents records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,student_documents,Stores student documents records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000400_phase2_students_documents_enrollment.sql
Marks & results,public,student_marks,Assessment-level student marks.,id,uuid,false,gen_random_uuid(),true,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,student_marks,Assessment-level student marks.,institution_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,student_marks,Assessment-level student marks.,marks_batch_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,student_marks,Assessment-level student marks.,assessment_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,student_marks,Assessment-level student marks.,student_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,student_marks,Assessment-level student marks.,enrollment_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,student_marks,Assessment-level student marks.,marks_obtained,"numeric(8, 2)",true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,student_marks,Assessment-level student marks.,is_absent,boolean,false,FALSE,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,student_marks,Assessment-level student marks.,is_missing,boolean,false,FALSE,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,student_marks,Assessment-level student marks.,remarks,text,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,student_marks,Assessment-level student marks.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,student_marks,Assessment-level student marks.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000500_phase2_marks_results.sql
Students & documents,public,student_profile_requests,Idempotent intake/update request evidence.,id,uuid,false,gen_random_uuid(),true,false,,20260717000400_phase2_students_documents_enrollment.sql
